 written on 22Sep2024 at 20:17:45 
          20
         125
    8    4    4    4    8    4    2    2    2    4    4    2    2    2    4
    4    2    2    2    4    8    4    4    4    8    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    4    2    2    2    4    4    2    2    2    4    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    4    2    2    2    4    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    8    4    4    4    8
    4    2    2    2    4    4    2    2    2    4    4    2    2    2    4
    8    4    4    4    8
   -2   -2   -2    1    1   -0.002866   -0.000000
   -2   -2   -2    2    1    0.000114   -0.000000
   -2   -2   -2    3    1   -0.000408   -0.000000
   -2   -2   -2    4    1   -0.000337   -0.000000
   -2   -2   -2    5    1   -0.000067   -0.000000
   -2   -2   -2    6    1    0.000020    0.000000
   -2   -2   -2    7    1    0.000149    0.000001
   -2   -2   -2    8    1    0.000108    0.000000
   -2   -2   -2    9    1   -0.000022   -0.000000
   -2   -2   -2   10    1    0.002987   -0.000001
   -2   -2   -2   11    1   -0.000086    0.000002
   -2   -2   -2   12    1    0.000519   -0.000000
   -2   -2   -2   13    1    0.000508   -0.000001
   -2   -2   -2   14    1   -0.000083    0.000001
   -2   -2   -2   15    1    0.000024    0.000000
   -2   -2   -2   16    1   -0.000038   -0.000000
   -2   -2   -2   17    1   -0.000127   -0.000001
   -2   -2   -2   18    1    0.000050    0.000000
   -2   -2   -2   19    1   -0.000625   -0.000005
   -2   -2   -2   20    1    0.000177    0.000000
   -2   -2   -2    1    2    0.000114    0.000000
   -2   -2   -2    2    2   -0.002635    0.000000
   -2   -2   -2    3    2    0.000307    0.000000
   -2   -2   -2    4    2    0.003467    0.000000
   -2   -2   -2    5    2   -0.000351    0.000000
   -2   -2   -2    6    2    0.000709   -0.000001
   -2   -2   -2    7    2   -0.002776   -0.000000
   -2   -2   -2    8    2    0.000281   -0.000000
   -2   -2   -2    9    2   -0.000373    0.000004
   -2   -2   -2   10    2   -0.000086   -0.000002
   -2   -2   -2   11    2    0.002680   -0.000000
   -2   -2   -2   12    2   -0.000356   -0.000001
   -2   -2   -2   13    2   -0.000527   -0.000000
   -2   -2   -2   14    2   -0.000383   -0.000001
   -2   -2   -2   15    2   -0.000502    0.000001
   -2   -2   -2   16    2    0.000660   -0.000002
   -2   -2   -2   17    2    0.000598   -0.000003
   -2   -2   -2   18    2   -0.000134    0.000007
   -2   -2   -2   19    2    0.000652   -0.000008
   -2   -2   -2   20    2    0.000517    0.000000
   -2   -2   -2    1    3   -0.000408    0.000000
   -2   -2   -2    2    3    0.000307   -0.000000
   -2   -2   -2    3    3   -0.000127   -0.000000
   -2   -2   -2    4    3   -0.000291    0.000000
   -2   -2   -2    5    3   -0.000024    0.000000
   -2   -2   -2    6    3   -0.000117   -0.000000
   -2   -2   -2    7    3    0.000306    0.000003
   -2   -2   -2    8    3    0.000046   -0.000000
   -2   -2   -2    9    3    0.000040   -0.000000
   -2   -2   -2   10    3    0.000519    0.000001
   -2   -2   -2   11    3   -0.000356    0.000001
   -2   -2   -2   12    3   -0.000005    0.000000
   -2   -2   -2   13    3    0.000094   -0.000000
   -2   -2   -2   14    3   -0.000044    0.000000
   -2   -2   -2   15    3   -0.000008    0.000000
   -2   -2   -2   16    3   -0.000025    0.000000
   -2   -2   -2   17    3   -0.000043   -0.000000
   -2   -2   -2   18    3    0.000018   -0.000001
   -2   -2   -2   19    3   -0.000119    0.000000
   -2   -2   -2   20    3   -0.000063   -0.000000
   -2   -2   -2    1    4   -0.000337    0.000000
   -2   -2   -2    2    4    0.003467   -0.000000
   -2   -2   -2    3    4   -0.000291   -0.000000
   -2   -2   -2    4    4   -0.002866    0.000000
   -2   -2   -2    5    4    0.000114    0.000000
   -2   -2   -2    6    4   -0.000408    0.000000
   -2   -2   -2    7    4    0.002987   -0.000001
   -2   -2   -2    8    4   -0.000086   -0.000002
   -2   -2   -2    9    4    0.000519    0.000001
   -2   -2   -2   10    4    0.000149   -0.000001
   -2   -2   -2   11    4   -0.002776    0.000001
   -2   -2   -2   12    4    0.000306   -0.000003
   -2   -2   -2   13    4    0.000679   -0.000001
   -2   -2   -2   14    4    0.001104   -0.000003
   -2   -2   -2   15    4    0.000508    0.000002
   -2   -2   -2   16    4   -0.000083   -0.000002
   -2   -2   -2   17    4   -0.000625    0.000011
   -2   -2   -2   18    4    0.000177   -0.000000
   -2   -2   -2   19    4   -0.000712    0.000006
   -2   -2   -2   20    4   -0.000443    0.000010
   -2   -2   -2    1    5   -0.000067    0.000000
   -2   -2   -2    2    5   -0.000351   -0.000000
   -2   -2   -2    3    5   -0.000024   -0.000000
   -2   -2   -2    4    5    0.000114   -0.000000
   -2   -2   -2    5    5   -0.002635   -0.000000
   -2   -2   -2    6    5    0.000307   -0.000000
   -2   -2   -2    7    5   -0.000086    0.000002
   -2   -2   -2    8    5    0.002680    0.000002
   -2   -2   -2    9    5   -0.000356    0.000000
   -2   -2   -2   10    5    0.000108   -0.000000
   -2   -2   -2   11    5    0.000280    0.000000
   -2   -2   -2   12    5    0.000046    0.000000
   -2   -2   -2   13    5    0.000017   -0.000000
   -2   -2   -2   14    5   -0.000125    0.000000
   -2   -2   -2   15    5   -0.000527    0.000000
   -2   -2   -2   16    5   -0.000383    0.000000
   -2   -2   -2   17    5    0.000652    0.000005
   -2   -2   -2   18    5    0.000517   -0.000000
   -2   -2   -2   19    5    0.000038    0.000001
   -2   -2   -2   20    5    0.000063   -0.000000
   -2   -2   -2    1    6    0.000020   -0.000000
   -2   -2   -2    2    6    0.000709    0.000001
   -2   -2   -2    3    6   -0.000117    0.000000
   -2   -2   -2    4    6   -0.000408   -0.000000
   -2   -2   -2    5    6    0.000307    0.000000
   -2   -2   -2    6    6   -0.000127   -0.000000
   -2   -2   -2    7    6    0.000519   -0.000001
   -2   -2   -2    8    6   -0.000356   -0.000000
   -2   -2   -2    9    6   -0.000005   -0.000000
   -2   -2   -2   10    6   -0.000022    0.000000
   -2   -2   -2   11    6   -0.000373   -0.000005
   -2   -2   -2   12    6    0.000040    0.000000
   -2   -2   -2   13    6    0.000221    0.000001
   -2   -2   -2   14    6    0.000240    0.000000
   -2   -2   -2   15    6    0.000094    0.000000
   -2   -2   -2   16    6   -0.000044   -0.000000
   -2   -2   -2   17    6   -0.000119   -0.000000
   -2   -2   -2   18    6   -0.000063    0.000000
   -2   -2   -2   19    6   -0.000092    0.000000
   -2   -2   -2   20    6   -0.000079    0.000000
   -2   -2   -2    1    7    0.000149   -0.000001
   -2   -2   -2    2    7   -0.002776    0.000000
   -2   -2   -2    3    7    0.000306   -0.000003
   -2   -2   -2    4    7    0.002987    0.000001
   -2   -2   -2    5    7   -0.000086   -0.000002
   -2   -2   -2    6    7    0.000519    0.000001
   -2   -2   -2    7    7   -0.002866   -0.000000
   -2   -2   -2    8    7    0.000114    0.000000
   -2   -2   -2    9    7   -0.000408    0.000000
